OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,B00001e1,Total_Poverty_Status,Poverty_Under_5,Poverty_5to99,Poverty_1to124,Poverty_125to149,Poverty_150to184,Poverty_185to199,Poverty_over2,POV_UNDER_1,Means_Transport,Transport_Car_Total,Transport_Car_Drove_Alone,Transport_Carpooled,Transport_Carpooled_2p,Transport_Carpooled_3p,Transport_Carpooled_4p,Transport_Carpooled_5to6p,Transport_Carpooled_7p,Transport_Public_Trans_Total,Transport_PT_Bus,Transport_PT_Trolley,Transport_PT_Subway,Transport_PT_Railroad,Transport_PT_Ferry,Transport_Taxi,Transport_Motorcycle,Transport_Bicycle,Transport_Walked,Transport_Other,Transport_Worked_at_Home,Employment_Status_Total,Emp_Labor_Force_Total,Emp_Civilian_Labor_Force_Total,Emp_Civilian_Labor_Force_EMPLO,Emp_Civilian_Labor_Force_UNEMP,Emp_Labor_Force_Armed_Forces,Emp_Status_Force_Not_in_Labor_,Median_Household_Income,Race_Total,Race_White,Race_Black,Race_American_Indian_Alaskan,Race_Asian,Race_Native_Hawaiian_Pacific,Race_Other,Race_2_or_more,Race_2_or_more_inc_other,Race_2_or_more_ex_other,Vacant_Housing_Units,Shape__Area,Shape__Length
239,29,99,700603,3,2.90997E+11,Block Group 3,G5030,S,9816166,20073,38.3122774,-90.419428,15000US290997006033,78,1669,0,122,57,0,32,0,1458,122,780,752,644,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1248,960,960,829,131,0,288,81875,1669,1641,0,0,0,0,0,28,0,28,63,0.001013272,0.137994485
240,29,99,700208,3,2.90997E+11,Block Group 3,G5030,S,2681073,0,38.4791832,-90.4524975,15000US290997002083,123,2268,245,119,16,0,181,45,1662,364,1095,1065,982,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1721,1315,1315,1209,106,0,406,67386,2268,2217,11,0,0,0,0,40,20,20,73,0.000276796,0.0919907
241,29,99,700210,2,2.90997E+11,Block Group 2,G5030,S,1453149,97881,38.4921789,-90.4729252,15000US290997002102,110,1265,59,44,43,136,25,25,933,103,610,610,569,41,33,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1039,623,623,610,13,0,416,46919,1265,1192,0,0,0,0,0,73,0,73,0,0.000160157,0.061666798
242,29,99,700118,3,2.90997E+11,Block Group 3,G5030,S,1827922,0,38.4264674,-90.3908177,15000US290997001183,48,1075,30,83,134,11,42,0,775,113,424,411,336,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,776,475,475,424,51,0,301,53833,1075,1075,0,0,0,0,0,0,0,0,117,0.00018858,0.062557181
243,29,99,700109,5,2.90997E+11,Block Group 5,G5030,S,2835930,0,38.3708914,-90.4555357,15000US290997001095,48,1273,0,23,0,79,0,0,1171,23,599,552,528,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,755,617,617,599,18,0,138,62227,1273,1273,0,0,0,0,0,0,0,0,0,0.000292352,0.072741363
244,29,189,215005,3,2.91892E+11,Block Group 3,G5030,S,1322826,0,38.6809684,-90.423961,15000US291892150053,108,1730,34,83,37,0,98,0,1478,117,971,915,870,45,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,1401,997,997,981,16,0,404,94952,1745,1413,28,0,162,0,42,100,0,100,0,0.000136947,0.053920642
245,29,189,215003,1,2.91892E+11,Block Group 1,G5030,S,1472334,0,38.6955887,-90.4374396,15000US291892150031,79,768,65,40,39,8,15,9,592,105,391,349,342,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,18,666,426,426,391,35,0,240,59583,768,565,151,0,44,0,8,0,0,0,59,0.000152456,0.055521925
246,29,189,215003,2,2.91892E+11,Block Group 2,G5030,S,1168209,0,38.6866751,-90.4376784,15000US291892150032,184,1958,33,39,12,28,44,17,1785,72,924,823,817,6,6,0,0,0,0,15,0,0,15,0,0,0,0,0,45,0,41,1541,1037,1037,1007,30,0,504,101950,1958,1819,60,0,10,0,9,60,0,60,0,0.00012095,0.04997328
247,29,189,215003,3,2.91892E+11,Block Group 3,G5030,S,1141571,0,38.6767874,-90.4324537,15000US291892150033,167,1635,77,14,8,61,68,45,1362,91,719,651,597,54,34,20,0,0,0,10,10,0,0,0,0,0,0,9,0,0,49,1388,737,737,727,10,0,651,68750,1635,1348,87,0,150,0,0,50,0,50,90,0.000118176,0.049259635
248,29,99,700109,3,2.90997E+11,Block Group 3,G5030,S,3343341,0,38.3599765,-90.397438,15000US290997001093,30,672,93,68,0,1,36,1,473,161,356,326,251,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,604,387,387,356,31,0,217,83735,672,632,1,0,0,0,0,39,0,39,0,0.00034461,0.093840109
249,29,99,700116,2,2.90997E+11,Block Group 2,G5030,S,607382,0,38.4158975,-90.4102697,15000US290997001162,120,1249,0,0,0,90,96,45,1018,0,689,633,621,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,11,977,736,723,698,25,13,241,85511,1249,1113,12,0,63,0,29,32,0,32,20,6.27E-05,0.035966833
250,29,99,700802,2,2.90997E+11,Block Group 2,G5030,S,2675678,0,38.2397729,-90.3981457,15000US290997008022,168,1589,97,121,106,178,60,65,962,218,774,718,616,102,94,0,8,0,0,0,0,0,0,0,0,0,9,0,11,12,24,1540,798,798,774,24,0,742,40729,1745,1640,13,9,45,0,0,38,0,38,77,0.000275342,0.086440291
251,29,99,700605,4,2.90997E+11,Block Group 4,G5030,S,4989688,56795,38.2712871,-90.4177695,15000US290997006054,59,1855,83,666,19,12,210,333,532,749,977,858,752,106,90,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1168,977,977,977,0,0,191,29583,1855,1600,225,0,0,0,0,30,0,30,91,0.000519525,0.105837421
252,29,99,701200,3,2.90997E+11,Block Group 3,G5030,S,441513,0,38.1431929,-90.5606978,15000US290997012003,25,681,0,250,10,22,50,16,333,250,301,279,261,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,681,449,449,301,148,0,232,29135,681,681,0,0,0,0,0,0,0,0,37,4.54E-05,0.044627776
253,29,510,126900,5,2.95101E+11,Block Group 5,G5030,S,178913,0,38.6792269,-90.2381802,15000US295101269005,46,466,6,124,55,68,21,7,185,130,109,109,88,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,160,160,109,51,0,177,24955,466,0,466,0,0,0,0,0,0,0,104,1.85E-05,0.020257156
254,29,510,116500,3,2.95101E+11,Block Group 3,G5030,S,116675,0,38.5984003,-90.2406825,15000US295101165003,73,630,70,62,15,0,108,19,356,132,329,277,277,0,0,0,0,0,0,5,5,0,0,0,0,0,0,26,21,0,0,536,383,383,351,32,0,153,49722,630,331,150,0,115,0,0,34,0,34,72,1.21E-05,0.014285216
255,29,510,127100,3,2.95101E+11,Block Group 3,G5030,S,714021,0,38.6502989,-90.209704,15000US295101271003,85,708,68,229,57,87,69,0,198,297,201,110,95,15,15,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,14,651,234,234,201,33,0,417,20045,708,28,675,0,0,0,0,5,0,5,219,7.39E-05,0.043614617
256,29,510,127400,3,2.95101E+11,Block Group 3,G5030,S,736696,0,38.6211507,-90.2190346,15000US295101274003,82,2146,525,204,52,0,60,32,1273,729,1020,881,810,71,15,32,24,0,0,55,55,0,0,0,0,0,0,0,25,0,59,1656,1167,1167,1020,147,0,489,43426,2146,1053,985,0,46,0,0,62,17,45,92,7.62E-05,0.038922051
257,29,510,113500,2,2.95101E+11,Block Group 2,G5030,S,232483,0,38.6125428,-90.2786329,15000US295101135002,57,594,32,0,14,6,23,8,511,32,418,412,374,38,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,549,433,433,418,15,0,116,44450,594,594,0,0,0,0,0,0,0,0,24,2.40E-05,0.025673496
258,29,510,113500,4,2.95101E+11,Block Group 4,G5030,S,960151,0,38.6203306,-90.2730534,15000US295101135004,54,464,31,41,0,8,74,0,310,72,331,306,297,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,418,350,350,331,19,0,68,46250,464,460,0,0,4,0,0,0,0,0,91,9.93E-05,0.041749951
259,29,510,114101,1,2.95101E+11,Block Group 1,G5030,S,175586,0,38.5935683,-90.2753976,15000US295101141011,56,1342,16,12,169,369,92,0,684,28,843,737,657,80,80,0,0,0,0,82,82,0,0,0,0,0,0,0,24,0,0,1043,873,873,859,14,0,170,29482,1342,942,323,17,0,0,0,60,23,37,132,1.82E-05,0.019605211
260,29,510,114101,2,2.95101E+11,Block Group 2,G5030,S,142942,0,38.5910776,-90.2766588,15000US295101141012,38,918,140,153,30,35,82,41,437,293,542,259,254,5,5,0,0,0,0,133,133,0,0,0,0,0,0,0,132,0,18,832,634,634,542,92,0,198,27104,918,398,416,0,0,0,0,104,0,104,136,1.48E-05,0.01625155
261,29,510,114102,2,2.95101E+11,Block Group 2,G5030,S,346435,0,38.595172,-90.296464,15000US295101141022,40,894,15,17,31,0,29,0,802,32,583,583,467,116,74,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,604,604,583,21,0,260,50635,894,806,88,0,0,0,0,0,0,0,46,3.58E-05,0.029095031
262,29,510,114102,3,2.95101E+11,Block Group 3,G5030,S,344816,0,38.5898366,-90.2945227,15000US295101141023,39,743,0,63,40,16,16,31,577,63,527,527,485,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,538,538,527,11,0,182,59886,743,743,0,0,0,0,0,0,0,0,0,3.57E-05,0.024871662
263,29,510,114102,4,2.95101E+11,Block Group 4,G5030,S,350265,0,38.5903839,-90.2998676,15000US295101141024,78,1140,0,12,49,49,46,0,984,12,740,669,628,41,41,0,0,0,0,0,0,0,0,0,0,0,0,30,0,11,30,938,768,768,740,28,0,170,56250,1140,1124,16,0,0,0,0,0,0,0,0,3.62E-05,0.024843753
264,29,510,114102,1,2.95101E+11,Block Group 1,G5030,S,545064,0,38.5845228,-90.2987844,15000US295101141021,97,1497,28,102,37,32,76,0,1222,130,758,640,549,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,96,1090,784,784,784,0,0,306,81190,1505,1469,28,0,0,0,0,8,0,8,106,5.64E-05,0.032398613
265,29,510,114200,2,2.95101E+11,Block Group 2,G5030,S,184283,0,38.596087,-90.2748625,15000US295101142002,50,1065,261,78,0,30,63,50,583,339,731,691,640,51,0,51,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,926,771,771,731,40,0,155,32282,1065,757,66,0,0,0,29,213,0,213,0,1.91E-05,0.019804149
266,29,510,114200,3,2.95101E+11,Block Group 3,G5030,S,354549,0,38.5982491,-90.2813738,15000US295101142003,67,1075,33,91,27,3,0,11,910,124,700,621,579,42,23,19,0,0,0,28,28,0,0,0,0,0,0,18,26,0,7,924,719,719,711,8,0,205,54276,1075,979,59,0,0,0,37,0,0,0,11,3.67E-05,0.024697525
267,29,510,124600,2,2.95101E+11,Block Group 2,G5030,S,277483,0,38.5850847,-90.2242872,15000US295101246002,127,935,257,279,75,9,41,17,257,536,261,160,134,26,26,0,0,0,0,84,84,0,0,0,0,0,0,0,6,11,0,700,379,379,261,118,0,321,16438,939,311,564,0,6,0,0,58,7,51,187,2.87E-05,0.023726682
268,29,510,125500,2,2.95101E+11,Block Group 2,G5030,S,649283,0,38.6271169,-90.2043938,15000US295101255002,42,796,87,37,23,0,74,0,575,124,560,367,367,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,69,18,15,763,577,577,560,17,0,186,37712,796,161,496,0,70,0,69,0,0,0,511,6.72E-05,0.036625356
269,29,510,125600,1,2.95101E+11,Block Group 1,G5030,S,402215,0,38.6331412,-90.1916159,15000US295101256001,56,1041,285,53,17,37,11,0,638,338,699,511,511,0,0,0,0,0,0,76,60,0,0,16,0,0,0,0,102,0,10,914,734,700,665,35,34,180,54136,1043,462,559,1,0,0,0,21,0,21,183,4.16E-05,0.026996297
270,29,510,125600,2,2.95101E+11,Block Group 2,G5030,S,978495,423605,38.624598,-90.185505,15000US295101256002,49,926,68,0,50,39,48,0,721,68,769,448,448,0,0,0,0,0,0,63,32,0,31,0,0,0,0,0,258,0,0,906,796,796,769,27,0,110,51597,926,530,210,0,136,0,35,15,0,15,58,0.000145046,0.049633498
271,29,189,210806,4,2.91892E+11,Block Group 4,G5030,S,1439296,0,38.7883729,-90.262518,15000US291892108064,103,1880,281,268,0,174,32,61,1064,549,813,627,549,78,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,1502,970,970,848,122,0,532,47880,1880,140,1702,0,0,0,0,38,0,38,99,0.000149226,0.048808565
272,29,189,210928,1,2.91892E+11,Block Group 1,G5030,S,1013639,0,38.8333237,-90.305021,15000US291892109281,154,2032,92,0,17,36,167,170,1550,92,1086,985,939,46,46,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,16,1756,1197,1197,1097,100,0,559,86313,2032,470,1472,0,0,0,0,90,0,90,10,0.000105159,0.054334918
273,29,189,221506,1,2.91892E+11,Block Group 1,G5030,S,1710139,0,38.5825375,-90.6028953,15000US291892215061,183,1908,8,8,16,14,68,40,1754,16,986,853,850,3,3,0,0,0,0,11,11,0,0,0,0,0,0,0,7,5,110,1432,1064,1064,999,65,0,368,85943,1908,1592,42,0,233,0,26,15,0,15,84,0.000176806,0.06788696
274,29,189,215005,1,2.91892E+11,Block Group 1,G5030,S,351625,0,38.6800075,-90.4062117,15000US291892150051,80,1702,68,33,28,105,118,0,1350,101,847,791,776,15,15,0,0,0,0,14,14,0,0,0,0,0,0,0,29,0,13,1287,924,924,847,77,0,363,54267,1702,718,385,0,544,0,0,55,0,55,156,3.64E-05,0.025980444
275,29,189,215005,2,2.91892E+11,Block Group 2,G5030,S,724042,0,38.6798258,-90.4154659,15000US291892150052,85,1524,0,135,51,0,0,18,1320,135,701,688,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1453,701,701,701,0,0,752,83750,1601,1379,135,0,87,0,0,0,0,0,93,7.50E-05,0.044934133
276,29,189,215141,2,2.91892E+11,Block Group 2,G5030,S,687232,0,38.6952451,-90.4819363,15000US291892151412,97,1079,0,0,0,0,31,0,1048,0,778,724,724,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,43,998,818,818,778,40,0,180,115369,1079,910,0,0,125,0,0,44,0,44,24,7.12E-05,0.036715986
277,29,189,218401,3,2.91892E+11,Block Group 3,G5030,S,433552,0,38.5963453,-90.4200711,15000US291892184013,85,733,21,0,15,14,0,10,673,21,359,326,316,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,627,374,374,366,8,0,253,80446,733,723,0,0,0,0,0,10,0,10,8,4.48E-05,0.032322058
278,29,189,217943,2,2.91892E+11,Block Group 2,G5030,S,743369,0,38.5861202,-90.5762081,15000US291892179432,66,667,0,0,21,0,12,8,626,0,337,319,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,558,374,374,337,37,0,184,,667,581,0,0,0,0,0,86,11,75,33,7.69E-05,0.059972431
279,29,189,213900,2,2.91892E+11,Block Group 2,G5030,S,1620660,0,38.6728121,-90.2962283,15000US291892139002,104,830,282,127,83,81,41,0,216,409,226,180,161,19,19,0,0,0,0,46,13,0,33,0,0,0,0,0,0,0,0,638,340,340,226,114,0,298,18676,830,9,801,0,0,0,0,20,0,20,160,0.000167762,0.075932928
280,29,189,214500,2,2.91892E+11,Block Group 2,G5030,S,1573553,44971,38.6943624,-90.3532368,15000US291892145002,133,1433,200,74,151,117,52,39,800,274,690,681,616,65,65,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,1082,732,732,705,27,0,350,52609,1433,877,403,21,52,0,38,42,0,42,8,0.000167584,0.069157135
281,29,183,311391,1,2.91833E+11,Block Group 1,G5030,S,471009,0,38.771537,-90.6206629,15000US291833113911,112,1037,28,0,0,44,11,12,942,28,718,675,604,71,63,0,0,8,0,0,0,0,0,0,0,0,0,0,9,7,27,906,746,746,718,28,0,160,85188,1037,942,54,0,0,0,7,34,0,34,0,4.88E-05,0.037117669
282,29,183,311602,2,2.91833E+11,Block Group 2,G5030,S,4246363,0,38.8153627,-90.6710219,15000US291833116022,290,2875,8,141,8,38,51,65,2564,149,1487,1313,1183,130,115,7,0,8,0,0,0,0,0,0,0,0,0,0,0,20,154,2264,1549,1549,1520,29,0,715,83068,2875,2694,151,13,0,0,10,7,0,7,78,0.000440426,0.123513229
283,29,183,310601,1,2.91833E+11,Block Group 1,G5030,S,413940,0,38.7940264,-90.5074459,15000US291833106011,124,723,23,20,43,30,40,58,509,43,355,308,269,39,39,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,33,629,390,390,360,30,0,239,58900,743,691,30,0,0,0,0,22,0,22,14,4.29E-05,0.034334935
284,29,183,310601,2,2.91833E+11,Block Group 2,G5030,S,1443816,0,38.7887442,-90.5031544,15000US291833106012,642,681,17,5,0,98,17,10,534,22,2688,1787,1727,60,45,9,0,0,6,6,0,0,6,0,0,0,0,20,407,10,458,3861,2715,2715,2695,20,0,1146,64219,3992,3441,240,0,173,15,82,41,0,41,52,0.000149695,0.050186216
285,29,183,310602,3,2.91833E+11,Block Group 3,G5030,S,704768,0,38.7965713,-90.5107428,15000US291833106023,62,1113,0,64,166,63,51,48,721,64,398,362,339,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,910,427,427,398,29,0,483,59875,1113,883,230,0,0,0,0,0,0,0,0,7.31E-05,0.048135007
286,29,183,311150,1,2.91833E+11,Block Group 1,G5030,S,812639,0,38.7262992,-90.5841504,15000US291833111501,113,1203,0,29,42,0,44,78,1010,29,571,563,526,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,860,601,601,571,30,0,259,87917,1203,1119,19,0,38,0,27,0,0,0,0,8.42E-05,0.044700151
287,29,183,311154,2,2.91833E+11,Block Group 2,G5030,S,1262089,0,38.7514879,-90.7233463,15000US291833111542,239,2421,7,7,10,0,16,15,2366,14,1253,1115,1054,61,40,10,11,0,0,0,0,0,0,0,0,0,0,10,9,38,81,1810,1344,1344,1291,53,0,466,130000,2421,2217,18,11,146,0,0,29,0,29,30,0.000130787,0.05822861
288,29,183,311154,1,2.91833E+11,Block Group 1,G5030,S,1911744,0,38.7586683,-90.7273947,15000US291833111541,282,2571,26,105,33,10,65,6,2326,131,1402,1260,1142,118,35,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,142,2274,1472,1472,1402,70,0,802,109345,2780,2554,92,0,59,0,35,40,0,40,55,0.000198127,0.068633421
289,29,183,311722,3,2.91833E+11,Block Group 3,G5030,S,2188622,0,38.780708,-90.7296217,15000US291833117223,172,3100,37,70,0,0,46,0,2947,107,1612,1448,1411,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,148,2280,1693,1693,1624,69,0,587,105208,3136,2958,61,0,79,0,0,38,0,38,0,0.000226891,0.064279777
290,29,183,312096,1,2.91833E+11,Block Group 1,G5030,S,8083661,0,38.8361556,-90.8732709,15000US291833120961,398,6500,124,184,111,73,64,301,5643,308,3329,3099,2888,211,201,0,10,0,0,0,0,0,0,0,0,0,0,8,12,28,182,4597,3495,3490,3358,132,5,1102,82437,6534,6124,306,0,86,0,0,18,0,18,156,0.000838664,0.131794456
291,29,183,312194,1,2.91833E+11,Block Group 1,G5030,S,5457249,0,38.815073,-90.8920898,15000US291833121941,332,3211,59,149,70,9,34,33,2857,208,1617,1481,1417,64,51,13,0,0,0,11,11,0,0,0,0,0,0,12,0,11,102,2491,1626,1626,1624,2,0,865,87356,3214,3009,60,16,50,0,14,65,0,65,18,0.000566013,0.096742937
292,29,510,108100,3,2.95101E+11,Block Group 3,G5030,S,205244,0,38.7130357,-90.2328849,15000US295101081003,43,739,85,220,106,0,41,20,267,305,297,188,100,88,58,30,0,0,0,103,103,0,0,0,0,0,0,0,0,0,6,611,421,421,305,116,0,190,21500,760,30,730,0,0,0,0,0,0,0,90,2.13E-05,0.018653694
293,29,510,108200,1,2.95101E+11,Block Group 1,G5030,S,346471,0,38.7171211,-90.2346909,15000US295101082001,115,1038,149,154,104,25,47,27,532,303,382,348,287,61,48,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,21,1069,382,382,382,0,0,687,21726,1212,52,1120,0,0,0,23,17,0,17,150,3.59E-05,0.027498113
294,29,510,108300,2,2.95101E+11,Block Group 2,G5030,S,284574,0,38.7210449,-90.2318091,15000US295101083002,82,743,163,18,195,12,34,82,239,181,300,241,209,32,12,12,8,0,0,59,59,0,0,0,0,0,0,0,0,0,0,590,340,340,300,40,0,250,31429,751,27,704,0,12,0,0,8,0,8,150,2.95E-05,0.023446966
295,29,510,108300,3,2.95101E+11,Block Group 3,G5030,S,240221,0,38.722122,-90.2371399,15000US295101083003,68,591,169,79,62,27,9,10,235,248,170,121,103,18,18,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,31,391,218,218,170,48,0,173,26167,591,9,568,0,0,0,0,14,0,14,75,2.49E-05,0.020458786
296,29,510,109600,1,2.95101E+11,Block Group 1,G5030,S,2204364,249402,38.6847684,-90.2110941,15000US295101096001,19,386,26,0,50,80,21,0,209,26,145,121,107,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,386,157,157,145,12,0,229,,386,0,386,0,0,0,0,0,0,0,113,0.00025404,0.076211953
297,29,510,109600,2,2.95101E+11,Block Group 2,G5030,S,151788,0,38.6740312,-90.2214766,15000US295101096002,44,777,33,386,101,47,43,0,167,419,254,159,159,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,34,526,270,270,254,16,0,256,20738,777,35,723,0,0,0,0,19,0,19,132,1.57E-05,0.017832192
298,29,510,109600,3,2.95101E+11,Block Group 3,G5030,S,155259,0,38.6766414,-90.2248625,15000US295101096003,45,771,0,79,201,0,47,0,444,79,224,157,101,56,56,0,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,675,267,267,224,43,0,408,43636,789,9,773,7,0,0,0,0,0,0,23,1.61E-05,0.017018137
299,29,510,109600,4,2.95101E+11,Block Group 4,G5030,S,194244,0,38.678693,-90.2282557,15000US295101096004,34,428,0,50,65,10,33,0,270,50,165,123,123,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,14,0,0,404,244,244,182,62,0,160,34153,428,24,387,0,0,0,0,17,0,17,148,2.01E-05,0.024065881
300,29,510,109600,5,2.95101E+11,Block Group 5,G5030,S,200739,0,38.6810371,-90.2290963,15000US295101096005,33,606,97,88,0,9,109,0,303,185,215,215,77,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,269,269,215,54,0,171,29632,606,0,606,0,0,0,0,0,0,0,36,2.08E-05,0.028476209
301,29,510,114200,4,2.95101E+11,Block Group 4,G5030,S,344977,0,38.5990691,-90.2881756,15000US295101142004,37,675,16,0,0,51,0,0,608,16,509,509,479,30,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,522,522,522,0,0,112,77206,675,675,0,0,0,0,0,0,0,0,0,3.57E-05,0.025842951
302,29,510,114300,1,2.95101E+11,Block Group 1,G5030,S,218257,0,38.5886984,-90.2796789,15000US295101143001,49,934,130,11,11,80,13,0,689,141,577,527,487,40,40,0,0,0,0,14,0,0,0,14,0,0,18,0,18,0,0,830,638,638,592,46,0,192,63403,934,737,128,0,21,0,37,11,0,11,0,2.26E-05,0.022603417
303,29,510,114300,2,2.95101E+11,Block Group 2,G5030,S,206786,0,38.5860202,-90.2804146,15000US295101143002,32,766,63,0,0,0,61,0,642,63,539,474,474,0,0,0,0,0,0,33,17,0,16,0,0,0,0,0,15,0,17,619,554,554,554,0,0,65,82426,766,670,32,0,0,0,0,64,0,64,90,2.14E-05,0.020984947
304,29,510,114300,4,2.95101E+11,Block Group 4,G5030,S,193937,0,38.583052,-90.2854834,15000US295101143004,40,813,0,0,51,0,17,0,745,0,584,535,516,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,26,761,601,601,584,17,0,160,47054,813,745,0,0,68,0,0,0,0,0,55,2.01E-05,0.028124192
305,29,510,114300,5,2.95101E+11,Block Group 5,G5030,S,209746,0,38.5879868,-90.2861034,15000US295101143005,39,700,13,13,0,0,16,0,658,26,343,334,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,478,343,343,343,0,0,135,58843,724,724,0,0,0,0,0,0,0,0,45,2.17E-05,0.018862457
306,29,510,115100,1,2.95101E+11,Block Group 1,G5030,S,150165,0,38.5894055,-90.2672412,15000US295101151001,57,833,0,231,47,38,7,29,481,231,420,374,189,185,177,0,8,0,0,35,35,0,0,0,0,0,0,0,0,11,0,620,481,481,450,31,0,139,38102,833,508,149,11,47,0,18,100,36,64,67,1.55E-05,0.016997577
307,29,510,115100,2,2.95101E+11,Block Group 2,G5030,S,146861,0,38.5868415,-90.2682638,15000US295101151002,71,703,47,94,109,29,19,21,384,141,379,300,277,23,23,0,0,0,0,71,71,0,0,0,0,0,0,0,0,0,8,675,417,417,388,29,0,258,27011,776,582,141,0,24,0,20,9,0,9,0,1.52E-05,0.016706611
308,29,510,115100,4,2.95101E+11,Block Group 4,G5030,S,159048,0,38.5815448,-90.2700792,15000US295101151004,54,631,27,65,83,39,15,0,402,92,360,313,302,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,22,565,414,414,360,54,0,151,44297,631,631,0,0,0,0,0,0,0,0,21,1.64E-05,0.018095419
309,29,510,115100,5,2.95101E+11,Block Group 5,G5030,S,545475,0,38.5852392,-90.2740217,15000US295101151005,120,1272,235,231,184,8,63,44,507,466,545,449,393,56,56,0,0,0,0,20,20,0,0,0,0,0,0,0,0,76,0,1151,583,583,549,34,0,568,21938,1400,1221,110,8,4,0,0,57,0,57,53,5.64E-05,0.035475736
310,29,510,125700,3,2.95101E+11,Block Group 3,G5030,S,299032,0,38.6366199,-90.1983979,15000US295101257003,29,561,328,9,11,9,30,0,174,337,134,115,115,0,0,0,0,0,0,19,10,0,9,0,0,0,0,0,0,0,0,293,169,169,134,35,0,124,,561,25,536,0,0,0,0,0,0,0,43,3.09E-05,0.031201707
311,29,510,125700,1,2.95101E+11,Block Group 1,G5030,S,460372,0,38.6396317,-90.1961804,15000US295101257001,76,1935,752,394,284,24,117,10,354,1146,598,323,272,51,51,0,0,0,0,245,245,0,0,0,0,0,0,0,30,0,0,1361,802,802,598,204,0,559,12853,1935,0,1935,0,0,0,0,0,0,0,169,4.76E-05,0.032897514
312,29,99,700304,2,2.90997E+11,Block Group 2,G5030,S,14457782,245987,38.4896517,-90.5869375,15000US290997003042,55,1039,94,70,13,0,32,193,637,164,535,521,482,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,14,976,584,584,548,36,0,392,54432,1039,929,0,0,32,0,0,78,0,78,38,0.001518076,0.245280488
313,29,99,701101,1,2.90997E+11,Block Group 1,G5030,S,29264166,20010,38.2315996,-90.6286323,15000US290997011011,86,882,74,80,0,97,60,10,561,154,366,331,331,0,0,0,0,0,0,7,0,0,0,7,0,0,7,0,0,15,6,804,439,439,366,73,0,365,52292,915,900,0,0,0,0,0,15,0,15,28,0.003013164,0.274505198
314,29,99,701000,3,2.90997E+11,Block Group 3,G5030,S,20155517,0,38.1900871,-90.5428341,15000US290997010003,59,864,0,24,0,54,33,14,739,24,376,367,351,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,679,376,376,376,0,0,303,54267,864,855,0,0,0,0,0,9,0,9,0,0.00207272,0.224335406
